Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-03 09:15:00+05:30,105.83999633789062,107.25,105.83999633789062,106.45999908447266,0,0.0,0.0
2025-01-03 10:15:00+05:30,106.5199966430664,106.56999969482422,106.0,106.25,4569577,0.0,0.0
2025-01-03 11:15:00+05:30,106.27999877929688,106.83999633789062,106.1500015258789,106.48999786376953,2342732,0.0,0.0
2025-01-03 12:15:00+05:30,106.48999786376953,106.55999755859375,106.01000213623047,106.0999984741211,1685916,0.0,0.0
2025-01-03 13:15:00+05:30,106.12000274658203,106.4800033569336,105.69000244140625,106.11000061035156,8290008,0.0,0.0
2025-01-03 14:15:00+05:30,106.08999633789062,106.48999786376953,105.93000030517578,106.37000274658203,3848584,0.0,0.0
2025-01-03 15:15:00+05:30,106.37000274658203,106.58000183105469,106.23999786376953,106.55000305175781,2767792,0.0,0.0
